date,store_nbr,transactions,day_of_week
2013-06-23,1.0,493.0,Sunday
2013-06-24,1.0,1820.0,Monday
2013-06-25,1.0,1718.0,Tuesday
2013-06-26,1.0,1856.0,Wednesday
2013-06-27,1.0,1671.0,Thursday
2013-06-28,1.0,1808.0,Friday
2013-06-29,1.0,1264.0,Saturday
2013-06-30,1.0,482.0,Sunday
2013-07-01,1.0,1797.0,Monday
2013-07-02,1.0,1778.0,Tuesday
2013-07-03,1.0,1899.0,Wednesday
2013-07-04,1.0,1792.0,Thursday
2013-07-05,1.0,1804.0,Friday
2013-07-06,1.0,1186.0,Saturday
2013-07-07,1.0,485.0,Sunday
2013-07-08,1.0,1826.0,Monday
2013-07-09,1.0,1804.0,Tuesday
2013-07-10,1.0,1761.0,Wednesday
2013-07-11,1.0,1668.0,Thursday
2013-07-12,1.0,1749.0,Friday
2013-07-13,1.0,1219.0,Saturday
2013-07-14,1.0,434.0,Sunday
2013-07-15,1.0,1781.0,Monday
2013-07-16,1.0,1904.0,Tuesday
2013-07-17,1.0,1846.0,Wednesday
2013-07-18,1.0,1700.0,Thursday
2013-07-19,1.0,1752.0,Friday
2013-07-20,1.0,1336.0,Saturday
2013-07-21,1.0,448.0,Sunday
2013-07-22,1.0,1753.0,Monday
2013-07-23,1.0,1794.0,Tuesday
2013-07-24,1.0,1796.0,Wednesday
2013-07-25,1.0,1697.0,Thursday
2013-07-26,1.0,1808.0,Friday
2013-07-27,1.0,1247.0,Saturday
2013-07-28,1.0,439.0,Sunday
2013-07-29,1.0,1802.0,Monday
2013-07-30,1.0,1741.0,Tuesday
2013-07-31,1.0,1828.0,Wednesday
2013-08-01,1.0,1767.0,Thursday
2013-08-02,1.0,1748.0,Friday
2013-08-03,1.0,1290.0,Saturday
2013-08-04,1.0,453.0,Sunday
2013-08-05,1.0,1763.0,Monday
2013-08-06,1.0,1717.0,Tuesday
2013-08-07,1.0,1800.0,Wednesday
2013-08-08,1.0,1650.0,Thursday
2013-08-09,1.0,1785.0,Friday
2013-08-10,1.0,832.0,Saturday
2013-08-11,1.0,441.0,Sunday
2013-08-12,1.0,1728.0,Monday
2013-08-13,1.0,1685.0,Tuesday
2013-08-14,1.0,1836.0,Wednesday
2013-08-15,1.0,1656.0,Thursday
2013-08-16,1.0,1817.0,Friday
2013-08-17,1.0,1203.0,Saturday
2013-08-18,1.0,427.0,Sunday
2013-08-19,1.0,1714.0,Monday
2013-08-20,1.0,1670.0,Tuesday
2013-08-21,1.0,1826.0,Wednesday
2013-08-22,1.0,1599.0,Thursday
2013-08-23,1.0,1777.0,Friday
2013-08-24,1.0,1166.0,Saturday
2013-08-25,1.0,457.0,Sunday
2013-08-26,1.0,1722.0,Monday
2013-08-27,1.0,1677.0,Tuesday
2013-08-28,1.0,1831.0,Wednesday
2013-08-29,1.0,1647.0,Thursday
2013-08-30,1.0,1808.0,Friday
2013-08-31,1.0,1297.0,Saturday
2013-09-01,1.0,512.0,Sunday
2013-09-02,1.0,1774.0,Monday
2013-09-03,1.0,1762.0,Tuesday
2013-09-04,1.0,1867.0,Wednesday
2013-09-05,1.0,1719.0,Thursday
2013-09-06,1.0,1839.0,Friday
2013-09-07,1.0,1245.0,Saturday
2013-09-08,1.0,456.0,Sunday
2013-09-09,1.0,1781.0,Monday
2013-09-10,1.0,1678.0,Tuesday
2013-09-11,1.0,1828.0,Wednesday
2013-09-12,1.0,1776.0,Thursday
2013-09-13,1.0,1759.0,Friday
2013-09-14,1.0,1259.0,Saturday
2013-09-15,1.0,500.0,Sunday
2013-09-16,1.0,1778.0,Monday
2013-09-17,1.0,1716.0,Tuesday
2013-09-18,1.0,1882.0,Wednesday
2013-09-19,1.0,1685.0,Thursday
2013-09-20,1.0,1701.0,Friday
2013-09-21,1.0,1304.0,Saturday
2013-09-22,1.0,479.0,Sunday
2013-09-23,1.0,1707.0,Monday
2013-09-24,1.0,1780.0,Tuesday
2013-09-25,1.0,1829.0,Wednesday
2013-09-26,1.0,1681.0,Thursday
2013-09-27,1.0,1772.0,Friday
2013-09-28,1.0,1286.0,Saturday
2013-09-29,1.0,503.0,Sunday
2013-09-30,1.0,1682.0,Monday
2013-10-01,1.0,1744.0,Tuesday
2013-10-02,1.0,1917.0,Wednesday
2013-10-03,1.0,1720.0,Thursday
2013-10-04,1.0,1839.0,Friday
2013-10-05,1.0,1324.0,Saturday
2013-10-06,1.0,504.0,Sunday
2013-10-07,1.0,1759.0,Monday
2013-10-08,1.0,1721.0,Tuesday
2013-10-09,1.0,1788.0,Wednesday
2013-10-10,1.0,1692.0,Thursday
2013-10-11,1.0,733.0,Friday
2013-10-12,1.0,949.0,Saturday
2013-10-13,1.0,464.0,Sunday
2013-10-14,1.0,1654.0,Monday
2013-10-15,1.0,1761.0,Tuesday
2013-10-16,1.0,1703.0,Wednesday
2013-10-17,1.0,1783.0,Thursday
2013-10-18,1.0,1734.0,Friday
2013-10-19,1.0,1346.0,Saturday
2013-10-20,1.0,500.0,Sunday
2013-10-21,1.0,1830.0,Monday
2013-10-22,1.0,1687.0,Tuesday
2013-10-23,1.0,1820.0,Wednesday
2013-10-24,1.0,1748.0,Thursday
2013-10-25,1.0,1805.0,Friday
2013-10-26,1.0,1282.0,Saturday
2013-10-27,1.0,549.0,Sunday
2013-10-28,1.0,1788.0,Monday
2013-10-29,1.0,1710.0,Tuesday
2013-10-30,1.0,1815.0,Wednesday
2013-10-31,1.0,1755.0,Thursday
2013-11-01,1.0,1878.0,Friday
2013-11-02,1.0,1106.0,Saturday
2013-11-03,1.0,515.0,Sunday
2013-11-04,1.0,1838.0,Monday
2013-11-05,1.0,1848.0,Tuesday
2013-11-06,1.0,1797.0,Wednesday
2013-11-07,1.0,1724.0,Thursday
2013-11-08,1.0,1859.0,Friday
2013-11-09,1.0,1184.0,Saturday
2013-11-10,1.0,561.0,Sunday
2013-11-11,1.0,1862.0,Monday
2013-11-12,1.0,1814.0,Tuesday
2013-11-13,1.0,1924.0,Wednesday
2013-11-14,1.0,1832.0,Thursday
2013-11-15,1.0,1850.0,Friday
2013-11-16,1.0,1346.0,Saturday
2013-11-17,1.0,512.0,Sunday
2013-11-18,1.0,1881.0,Monday
2013-11-19,1.0,1784.0,Tuesday
2013-11-20,1.0,1947.0,Wednesday
2013-11-21,1.0,1753.0,Thursday
2013-11-22,1.0,1799.0,Friday
2013-11-23,1.0,1229.0,Saturday
2013-11-24,1.0,453.0,Sunday
2013-11-25,1.0,1861.0,Monday
2013-11-26,1.0,1834.0,Tuesday
2013-11-27,1.0,1911.0,Wednesday
2013-11-28,1.0,1828.0,Thursday
2013-11-29,1.0,1781.0,Friday
2013-11-30,1.0,1272.0,Saturday
2013-12-01,1.0,485.0,Sunday
2013-12-02,1.0,1844.0,Monday
2013-12-03,1.0,1812.0,Tuesday
2013-12-04,1.0,1995.0,Wednesday
2013-12-05,1.0,1930.0,Thursday
2013-12-06,1.0,506.0,Friday
2013-12-07,1.0,1140.0,Saturday
2013-12-08,1.0,443.0,Sunday
2013-12-09,1.0,1812.0,Monday
2013-12-10,1.0,1992.0,Tuesday
2013-12-11,1.0,2087.0,Wednesday
2013-12-12,1.0,1945.0,Thursday
2013-12-13,1.0,2033.0,Friday
2013-12-14,1.0,1507.0,Saturday
2013-12-15,1.0,526.0,Sunday
2013-12-16,1.0,2161.0,Monday
2013-12-17,1.0,2136.0,Tuesday
2013-12-18,1.0,2337.0,Wednesday
2013-12-19,1.0,2425.0,Thursday
2013-12-20,1.0,2490.0,Friday
2013-12-21,1.0,1738.0,Saturday
2013-12-22,1.0,1093.0,Sunday
2013-12-23,1.0,2848.0,Monday
2013-12-24,1.0,2844.0,Tuesday
2013-12-25,1.0,0.0,Wednesday
2013-12-26,1.0,1980.0,Thursday
2013-12-27,1.0,2022.0,Friday
2013-12-28,1.0,1070.0,Saturday
2013-12-29,1.0,416.0,Sunday
2013-12-30,1.0,1388.0,Monday
2013-12-31,1.0,1105.0,Tuesday
2014-01-01,1.0,0.0,Wednesday
2014-01-02,1.0,1875.0,Thursday
2014-01-03,1.0,1817.0,Friday
2014-01-04,1.0,1294.0,Saturday
2014-01-05,1.0,489.0,Sunday
2014-01-06,1.0,1754.0,Monday
2014-01-07,1.0,1713.0,Tuesday
2014-01-08,1.0,1955.0,Wednesday
2014-01-09,1.0,1855.0,Thursday
2014-01-10,1.0,1837.0,Friday
2014-01-11,1.0,1300.0,Saturday
2014-01-12,1.0,531.0,Sunday
2014-01-13,1.0,1887.0,Monday
2014-01-14,1.0,1738.0,Tuesday
2014-01-15,1.0,1944.0,Wednesday
2014-01-16,1.0,1819.0,Thursday
2014-01-17,1.0,1889.0,Friday
2014-01-18,1.0,1329.0,Saturday
2014-01-19,1.0,504.0,Sunday
2014-01-20,1.0,1791.0,Monday
2014-01-21,1.0,1872.0,Tuesday
2014-01-22,1.0,1818.0,Wednesday
2014-01-23,1.0,1744.0,Thursday
2014-01-24,1.0,1858.0,Friday
2014-01-25,1.0,1234.0,Saturday
2014-01-26,1.0,537.0,Sunday
2014-01-27,1.0,1765.0,Monday
2014-01-28,1.0,1746.0,Tuesday
2014-01-29,1.0,1903.0,Wednesday
2014-01-30,1.0,1747.0,Thursday
2014-01-31,1.0,1872.0,Friday
2014-02-01,1.0,1344.0,Saturday
2014-02-02,1.0,502.0,Sunday
2014-02-03,1.0,1898.0,Monday
2014-02-04,1.0,1781.0,Tuesday
2014-02-05,1.0,1909.0,Wednesday
2014-02-06,1.0,1749.0,Thursday
2014-02-07,1.0,1812.0,Friday
2014-02-08,1.0,1335.0,Saturday
2014-02-09,1.0,484.0,Sunday
2014-02-10,1.0,1763.0,Monday
2014-02-11,1.0,1768.0,Tuesday
2014-02-12,1.0,1910.0,Wednesday
2014-02-13,1.0,1910.0,Thursday
2014-02-14,1.0,2130.0,Friday
2014-02-15,1.0,1333.0,Saturday
2014-02-16,1.0,482.0,Sunday
2014-02-17,1.0,1807.0,Monday
2014-02-18,1.0,1742.0,Tuesday
2014-02-19,1.0,1918.0,Wednesday
2014-02-20,1.0,1738.0,Thursday
2014-02-21,1.0,1701.0,Friday
2014-02-22,1.0,1238.0,Saturday
2014-02-23,1.0,463.0,Sunday
2014-02-24,1.0,1814.0,Monday
2014-02-25,1.0,1849.0,Tuesday
2014-02-26,1.0,1863.0,Wednesday
2014-02-27,1.0,1696.0,Thursday
2014-02-28,1.0,1880.0,Friday
2014-03-01,1.0,1111.0,Saturday
2014-03-02,1.0,346.0,Sunday
2014-03-03,1.0,400.0,Monday
2014-03-04,1.0,489.0,Tuesday
2014-03-05,1.0,1905.0,Wednesday
2014-03-06,1.0,1825.0,Thursday
2014-03-07,1.0,1827.0,Friday
2014-03-08,1.0,1510.0,Saturday
2014-03-09,1.0,535.0,Sunday
2014-03-10,1.0,1756.0,Monday
2014-03-11,1.0,1841.0,Tuesday
2014-03-12,1.0,1886.0,Wednesday
2014-03-13,1.0,1752.0,Thursday
2014-03-14,1.0,1814.0,Friday
2014-03-15,1.0,1317.0,Saturday
2014-03-16,1.0,553.0,Sunday
2014-03-17,1.0,1837.0,Monday
2014-03-18,1.0,1759.0,Tuesday
2014-03-19,1.0,1896.0,Wednesday
2014-03-20,1.0,1628.0,Thursday
2014-03-21,1.0,1903.0,Friday
2014-03-22,1.0,1327.0,Saturday
2014-03-23,1.0,523.0,Sunday
2014-03-24,1.0,1704.0,Monday
2014-03-25,1.0,1863.0,Tuesday
2014-03-26,1.0,1818.0,Wednesday
2014-03-27,1.0,1683.0,Thursday
2014-03-28,1.0,1862.0,Friday
2014-03-29,1.0,1274.0,Saturday
2014-03-30,1.0,505.0,Sunday
2014-03-31,1.0,1862.0,Monday
2014-04-01,1.0,1847.0,Tuesday
2014-04-02,1.0,1899.0,Wednesday
2014-04-03,1.0,1789.0,Thursday
2014-04-04,1.0,1875.0,Friday
2014-04-05,1.0,1393.0,Saturday
2014-04-06,1.0,529.0,Sunday
2014-04-07,1.0,1936.0,Monday
2014-04-08,1.0,1743.0,Tuesday
2014-04-09,1.0,1940.0,Wednesday
2014-04-10,1.0,1770.0,Thursday
2014-04-11,1.0,1866.0,Friday
2014-04-12,1.0,1340.0,Saturday
2014-04-13,1.0,463.0,Sunday
2014-04-14,1.0,1880.0,Monday
2014-04-15,1.0,1794.0,Tuesday
2014-04-16,1.0,1915.0,Wednesday
2014-04-17,1.0,1784.0,Thursday
2014-04-18,1.0,507.0,Friday
2014-04-19,1.0,1038.0,Saturday
2014-04-20,1.0,414.0,Sunday
2014-04-21,1.0,1776.0,Monday
2014-04-22,1.0,1688.0,Tuesday
2014-04-23,1.0,1935.0,Wednesday
2014-04-24,1.0,1787.0,Thursday
2014-04-25,1.0,1860.0,Friday
2014-04-26,1.0,1234.0,Saturday
2014-04-27,1.0,505.0,Sunday
2014-04-28,1.0,1782.0,Monday
2014-04-29,1.0,1756.0,Tuesday
2014-04-30,1.0,1990.0,Wednesday
2014-05-01,1.0,503.0,Thursday
2014-05-02,1.0,1805.0,Friday
2014-05-03,1.0,1326.0,Saturday
2014-05-04,1.0,473.0,Sunday
2014-05-05,1.0,1460.0,Monday
2014-05-06,1.0,1849.0,Tuesday
2014-05-07,1.0,1912.0,Wednesday
2014-05-08,1.0,1727.0,Thursday
2014-05-09,1.0,1998.0,Friday
2014-05-10,1.0,1440.0,Saturday
2014-05-11,1.0,595.0,Sunday
2014-05-12,1.0,1768.0,Monday
2014-05-13,1.0,1874.0,Tuesday
2014-05-14,1.0,1861.0,Wednesday
2014-05-15,1.0,1794.0,Thursday
2014-05-16,1.0,1797.0,Friday
2014-05-17,1.0,1291.0,Saturday
2014-05-18,1.0,470.0,Sunday
2014-05-19,1.0,1894.0,Monday
2014-05-20,1.0,1840.0,Tuesday
2014-05-21,1.0,1932.0,Wednesday
2014-05-22,1.0,1701.0,Thursday
2014-05-23,1.0,1726.0,Friday
2014-05-24,1.0,1250.0,Saturday
2014-05-25,1.0,499.0,Sunday
2014-05-26,1.0,1807.0,Monday
2014-05-27,1.0,1741.0,Tuesday
2014-05-28,1.0,1903.0,Wednesday
2014-05-29,1.0,1752.0,Thursday
2014-05-30,1.0,1917.0,Friday
2014-05-31,1.0,1320.0,Saturday
2014-06-01,1.0,512.0,Sunday
2014-06-02,1.0,1918.0,Monday
2014-06-03,1.0,1940.0,Tuesday
2014-06-04,1.0,1930.0,Wednesday
2014-06-05,1.0,1725.0,Thursday
2014-06-06,1.0,1892.0,Friday
2014-06-07,1.0,1325.0,Saturday
2014-06-08,1.0,432.0,Sunday
2014-06-09,1.0,1786.0,Monday
2014-06-10,1.0,1705.0,Tuesday
2014-06-11,1.0,1872.0,Wednesday
2014-06-12,1.0,1734.0,Thursday
2014-06-13,1.0,1918.0,Friday
2014-06-14,1.0,1447.0,Saturday
2014-06-15,1.0,462.0,Sunday
2014-06-16,1.0,1801.0,Monday
2014-06-17,1.0,1747.0,Tuesday
2014-06-18,1.0,1798.0,Wednesday
2014-06-19,1.0,1713.0,Thursday
2014-06-20,1.0,1880.0,Friday
2014-06-21,1.0,1269.0,Saturday
2014-06-22,1.0,493.0,Sunday
2014-06-23,1.0,1823.0,Monday
2014-06-24,1.0,1734.0,Tuesday
2014-06-25,1.0,1747.0,Wednesday
2014-06-26,1.0,1707.0,Thursday
2014-06-27,1.0,1866.0,Friday
2014-06-28,1.0,1300.0,Saturday
2014-06-29,1.0,446.0,Sunday
2014-06-30,1.0,1758.0,Monday
2014-07-01,1.0,1749.0,Tuesday
2014-07-02,1.0,1962.0,Wednesday
2014-07-03,1.0,1775.0,Thursday
2014-07-04,1.0,1918.0,Friday
2014-07-05,1.0,1128.0,Saturday
2014-07-06,1.0,499.0,Sunday
2014-07-07,1.0,1791.0,Monday
2014-07-08,1.0,1812.0,Tuesday
2014-07-09,1.0,1821.0,Wednesday
2014-07-10,1.0,1665.0,Thursday
2014-07-11,1.0,1802.0,Friday
2014-07-12,1.0,1211.0,Saturday
2014-07-13,1.0,538.0,Sunday
2014-07-14,1.0,1880.0,Monday
2014-07-15,1.0,1812.0,Tuesday
2014-07-16,1.0,1817.0,Wednesday
2014-07-17,1.0,1690.0,Thursday
2014-07-18,1.0,1781.0,Friday
2014-07-19,1.0,1233.0,Saturday
2014-07-20,1.0,457.0,Sunday
2014-07-21,1.0,1808.0,Monday
2014-07-22,1.0,1761.0,Tuesday
2014-07-23,1.0,1868.0,Wednesday
2014-07-24,1.0,1679.0,Thursday
2014-07-25,1.0,1835.0,Friday
2014-07-26,1.0,1236.0,Saturday
2014-07-27,1.0,494.0,Sunday
2014-07-28,1.0,1902.0,Monday
2014-07-29,1.0,1751.0,Tuesday
2014-07-30,1.0,1845.0,Wednesday
2014-07-31,1.0,1733.0,Thursday
2014-08-01,1.0,1930.0,Friday
2014-08-02,1.0,1207.0,Saturday
2014-08-03,1.0,459.0,Sunday
2014-08-04,1.0,1892.0,Monday
2014-08-05,1.0,1782.0,Tuesday
2014-08-06,1.0,1791.0,Wednesday
2014-08-07,1.0,1657.0,Thursday
2014-08-08,1.0,1835.0,Friday
2014-08-09,1.0,1216.0,Saturday
2014-08-10,1.0,477.0,Sunday
2014-08-11,1.0,1824.0,Monday
2014-08-12,1.0,1701.0,Tuesday
2014-08-13,1.0,1868.0,Wednesday
2014-08-14,1.0,1720.0,Thursday
2014-08-15,1.0,1833.0,Friday
2014-08-16,1.0,1257.0,Saturday
2014-08-17,1.0,459.0,Sunday
2014-08-18,1.0,1805.0,Monday
2014-08-19,1.0,1670.0,Tuesday
2014-08-20,1.0,1788.0,Wednesday
2014-08-21,1.0,1685.0,Thursday
2014-08-22,1.0,1766.0,Friday
2014-08-23,1.0,1214.0,Saturday
2014-08-24,1.0,494.0,Sunday
2014-08-25,1.0,1789.0,Monday
2014-08-26,1.0,1745.0,Tuesday
2014-08-27,1.0,1846.0,Wednesday
2014-08-28,1.0,1607.0,Thursday
2014-08-29,1.0,1852.0,Friday
2014-08-30,1.0,1385.0,Saturday
2014-08-31,1.0,512.0,Sunday
2014-09-01,1.0,1829.0,Monday
2014-09-02,1.0,1792.0,Tuesday
2014-09-03,1.0,1892.0,Wednesday
2014-09-04,1.0,1721.0,Thursday
2014-09-05,1.0,1779.0,Friday
2014-09-06,1.0,1315.0,Saturday
2014-09-07,1.0,538.0,Sunday
2014-09-08,1.0,1923.0,Monday
2014-09-09,1.0,1809.0,Tuesday
2014-09-10,1.0,1889.0,Wednesday
2014-09-11,1.0,1795.0,Thursday
2014-09-12,1.0,1793.0,Friday
2014-09-13,1.0,1279.0,Saturday
2014-09-14,1.0,537.0,Sunday
2014-09-15,1.0,1764.0,Monday
2014-09-16,1.0,1748.0,Tuesday
2014-09-17,1.0,1804.0,Wednesday
2014-09-18,1.0,1655.0,Thursday
2014-09-19,1.0,1628.0,Friday
2014-09-20,1.0,1410.0,Saturday
2014-09-21,1.0,478.0,Sunday
2014-09-22,1.0,1726.0,Monday
2014-09-23,1.0,1723.0,Tuesday
2014-09-24,1.0,1895.0,Wednesday
2014-09-25,1.0,1680.0,Thursday
2014-09-26,1.0,1715.0,Friday
2014-09-27,1.0,1250.0,Saturday
2014-09-28,1.0,528.0,Sunday
2014-09-29,1.0,1808.0,Monday
2014-09-30,1.0,1711.0,Tuesday
2014-10-01,1.0,1934.0,Wednesday
2014-10-02,1.0,1752.0,Thursday
2014-10-03,1.0,1935.0,Friday
2014-10-04,1.0,1380.0,Saturday
2014-10-05,1.0,527.0,Sunday
2014-10-06,1.0,1736.0,Monday
2014-10-07,1.0,1761.0,Tuesday
2014-10-08,1.0,1768.0,Wednesday
2014-10-09,1.0,1777.0,Thursday
2014-10-10,1.0,603.0,Friday
2014-10-11,1.0,1106.0,Saturday
2014-10-12,1.0,465.0,Sunday
2014-10-13,1.0,1801.0,Monday
2014-10-14,1.0,1807.0,Tuesday
2014-10-15,1.0,1872.0,Wednesday
2014-10-16,1.0,1725.0,Thursday
2014-10-17,1.0,1741.0,Friday
2014-10-18,1.0,1342.0,Saturday
2014-10-19,1.0,549.0,Sunday
2014-10-20,1.0,1785.0,Monday
2014-10-21,1.0,1659.0,Tuesday
2014-10-22,1.0,1742.0,Wednesday
2014-10-23,1.0,1684.0,Thursday
2014-10-24,1.0,1708.0,Friday
2014-10-25,1.0,1268.0,Saturday
2014-10-26,1.0,523.0,Sunday
2014-10-27,1.0,1646.0,Monday
2014-10-28,1.0,1643.0,Tuesday
2014-10-29,1.0,1857.0,Wednesday
2014-10-30,1.0,1704.0,Thursday
2014-10-31,1.0,1735.0,Friday
2014-11-01,1.0,1103.0,Saturday
